Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
21/08/2024 12:00,-38.8854,925.79,79.99941,1380.63059,551.82,FORECAST
21/08/2024 12:30,-43.21,862.15,79.9974,1417.4026,657.05,FORECAST
21/08/2024 13:00,-45,900.67,79.99601,1447.05399,648.15,FORECAST
21/08/2024 13:30,-45,865.15,80.00072,1414.87928,652.19,FORECAST
21/08/2024 14:00,-43.21,819.79,80.0044,1388.5656,672.45,FORECAST
21/08/2024 14:30,-35.95,839.62,79.99748,1422.49252,686.85,FORECAST
21/08/2024 15:00,-31.73366,885.33,79.9964,1387.7436,602.36,FORECAST
21/08/2024 15:30,-31.54985,887.79,80.0044,1337.5956,547.43,FORECAST
21/08/2024 16:00,-33.87114,960.45,96.0044,1275.7956,424.74,FORECAST
21/08/2024 16:30,-16.89208,1080.21,205.9974,1141.1426,276.68,FORECAST
21/08/2024 17:00,65.79118,1188.07,362.9994,969.3906,146.02,FORECAST
21/08/2024 17:30,82.88841,1368.81,595.9994,816.6606,44.1,FORECAST
21/08/2024 18:00,96.17686,1538.37,731.0034,663.6066,-143.21,FORECAST
21/08/2024 18:30,138.04,1688.08,980.1054,590.3046,-116.8,FORECAST
21/08/2024 19:00,159.90257,1794.69,1113.6697,512.9003,-166.31,FORECAST
21/08/2024 19:30,160.66441,1827.55,1122.9987,495.8413,-206.14,FORECAST
21/08/2024 20:00,151.70035,1810.52,1118.0037,474.1763,-217.2,FORECAST
21/08/2024 20:30,151.72229,1787.99,1122.0037,447.9463,-216.86,FORECAST
21/08/2024 21:00,151.86113,1755.12,1096.8217,431.9483,-225.03,FORECAST
21/08/2024 21:30,169.75968,1710.66,1099.0027,409.0573,-201.62,FORECAST
21/08/2024 22:00,150.8405,1655.8,1072.0017,395.9083,-187.11,FORECAST
21/08/2024 22:30,171.44,1592.48,1077.3297,375.3903,-139.52,FORECAST
21/08/2024 23:00,138.04,1526.35,989.5697,361.9203,-174.31,FORECAST
21/08/2024 23:30,146.51816,1468.36,1036.0017,347.3583,-85.22,FORECAST
22/08/2024 00:00,138.04,1489.56,912.6917,337.8683,-237.62,FORECAST
22/08/2024 00:30,160.77881,1508.71,1036.0037,333.1763,-139.24,FORECAST
22/08/2024 01:00,155.14667,1529,877.9967,332.2833,-315.32,FORECAST
22/08/2024 01:30,163.25479,1512.78,622.0027,325.7873,-553.75,FORECAST
22/08/2024 02:00,160.03965,1473.97,542.0007,320.0893,-598.66,FORECAST
22/08/2024 02:30,129.32284,1420.75,542.0037,321.2063,-546.8,FORECAST
22/08/2024 03:00,127.80942,1372.97,542.9957,328.1043,-493.44,FORECAST
22/08/2024 03:30,131.77801,1332.84,543.0027,322.7173,-460.14,FORECAST
22/08/2024 04:00,130.71599,1307.38,542.9977,317.4523,-440.75,FORECAST
