Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
21/08/2024 12:00,-53.1943,5045.34,3425.00372,1084.86628,-531.73,FORECAST
21/08/2024 12:30,-53.12697,5020,3424.99711,1060.74289,-530.77,FORECAST
21/08/2024 13:00,-53.45422,5028.56,3424.99996,1045.90004,-553.58,FORECAST
21/08/2024 13:30,-51.71539,5031.03,3425.00278,1047.03722,-554.49,FORECAST
21/08/2024 14:00,-49.75397,5156.64,3462.996,1111.494,-576.27,FORECAST
21/08/2024 14:30,-50.9723,5297.74,3507.999,961.081,-811.97,FORECAST
21/08/2024 15:00,-48.4,5528.52,3828.00019,1120.31981,-571.72,FORECAST
21/08/2024 15:30,-47.73254,5837.19,4038,1192.19,-595.47,FORECAST
21/08/2024 16:00,-45.01,6007.4,4157.99867,1459.49133,-383.33,FORECAST
21/08/2024 16:30,-18.89,6218.37,4822.00415,1513.56585,116.95,FORECAST
21/08/2024 17:00,77.95,6662.59,5564.829,1074.631,-22.2,FORECAST
21/08/2024 17:30,110.83014,7009.56,6408.607,516.893,-81.39,FORECAST
21/08/2024 18:00,180.95,7270.29,7090.171,234.369,54.6,FORECAST
21/08/2024 18:30,337.73,7404.85,7273.211,257.709,125.24,FORECAST
21/08/2024 19:00,267.06,7381.85,7229.603,280.277,127.07,FORECAST
21/08/2024 19:30,168.45743,7255.22,7053.005,297.455,94.61,FORECAST
21/08/2024 20:00,155.06,7164.26,6979.16,334.1,147.71,FORECAST
21/08/2024 20:30,155.06,7085.27,6997.068,370.202,280.08,FORECAST
21/08/2024 21:00,155.06,6940.42,6934.678,387.742,380.87,FORECAST
21/08/2024 21:30,180.95,6776.55,6568.069,528.531,319.1,FORECAST
21/08/2024 22:00,149.87285,6557.66,6521.005,545.265,510.95,FORECAST
21/08/2024 22:30,183.25137,6343.37,6214.005,554.985,427.21,FORECAST
21/08/2024 23:00,137.83234,6168.97,6131.999,553.861,521.11,FORECAST
21/08/2024 23:30,153.82996,6029.86,5874.491,578.339,425.65,FORECAST
22/08/2024 00:00,135.01,5873.71,5745.58,583.41,459.24,FORECAST
22/08/2024 00:30,180.01,5710.94,5335.469,581.471,206.52,FORECAST
22/08/2024 01:00,161.92408,5574.03,5198.004,585.186,209.96,FORECAST
22/08/2024 01:30,157.71258,5480.8,5048.001,621.059,189.07,FORECAST
22/08/2024 02:00,153.46006,5424.42,4998.517,551.433,125.92,FORECAST
22/08/2024 02:30,121.07481,5381.58,4968.005,603.685,191.17,FORECAST
22/08/2024 03:00,118.56659,5361.39,4967.999,612.271,220.45,FORECAST
22/08/2024 03:30,126.28766,5355.37,4967.998,557.852,171.46,FORECAST
22/08/2024 04:00,126.75175,5376.52,4967.997,618.833,211.8,FORECAST
